"","brand","model","prod_class","spec_label","spec_value","url"
"2298","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Memory","8","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2299","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Storage","128","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2300","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Video_memory","","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2301","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","LCD_resolution","2560 x 1600","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2302","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Video_adapter","Intel Iris Plus Graphics 640","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2303","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2304","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Height","0.6","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2305","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Depth","8.3","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2306","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Width","12","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2307","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Warranty_length","12","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2308","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Tech_support_length","3","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2309","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Battery_capacity","62","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2310","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Energy_Star","Yes","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2311","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","EPEAT_level","Gold","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2312","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Blu_ray_or_DVD","None","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2313","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Memory_card_reader","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2314","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Facial_recognition","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2315","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Hand_gesture_control","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2316","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Fingerprint_reader","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2317","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","WiFi_type","802.11ac","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2318","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","USB_sleep_and_charge","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2319","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Thunderbolt_port","Yes","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2320","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Digital_video_out","Yes","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2321","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Number_of_USB_ports","2","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2322","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","Gigabit_Ethernet","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2323","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","VGA_video_out","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2324","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","DVI_video_out","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2325","Apple","MacBook Pro 13-inch MPXR2LL/A computer","laptop","HDMI_output","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs"
"2326","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Display_size","15.4","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2327","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Operating_system_as_tested_","macOS Sierra 10.12","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2328","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Processor","Intel Core i7 2.6GHz","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2329","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Memory","16","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2330","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Storage","256","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2331","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Video_memory","2048","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2332","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","LCD_resolution","2880 x 1800","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2333","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Video_adapter","AMD Radeon Pro 450/Intel HD Graphics 530","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2334","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2335","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Height","0.6","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2336","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Depth","9.5","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2337","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Width","13.7","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2338","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Warranty_length","12","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2339","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Tech_support_length","3","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2340","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Battery_capacity","69","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2341","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Energy_Star","Yes","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2342","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","EPEAT_level","Gold","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2343","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Blu_ray_or_DVD","None","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2344","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Memory_card_reader","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2345","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Facial_recognition","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2346","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Hand_gesture_control","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2347","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Fingerprint_reader","Yes","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2348","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","WiFi_type","802.11ac","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2349","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","USB_sleep_and_charge","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2350","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Thunderbolt_port","Yes","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2351","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Digital_video_out","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2352","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Number_of_USB_ports","4","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2353","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","Gigabit_Ethernet","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2354","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","VGA_video_out","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2355","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","DVI_video_out","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2356","Apple","MacBook Pro 15-inch MLH32LL/A computer","laptop","HDMI_output","No","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs"
"2357","Asus","Q304UA-BHI5T11 computer","laptop","Display_size","13.3","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2358","Asus","Q304UA-BHI5T11 computer","laptop","Operating_system_as_tested_","Windows 10 Home","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2359","Asus","Q304UA-BHI5T11 computer","laptop","Processor","Intel Core i5-7200U 2.5GHz","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2360","Asus","Q304UA-BHI5T11 computer","laptop","Memory","6","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2361","Asus","Q304UA-BHI5T11 computer","laptop","Storage","1000","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2362","Asus","Q304UA-BHI5T11 computer","laptop","Video_memory","","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2363","Asus","Q304UA-BHI5T11 computer","laptop","LCD_resolution","1920 x 1080","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2364","Asus","Q304UA-BHI5T11 computer","laptop","Video_adapter","Intel HD Graphics 620","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2365","Asus","Q304UA-BHI5T11 computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2366","Asus","Q304UA-BHI5T11 computer","laptop","Height","0.9","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2367","Asus","Q304UA-BHI5T11 computer","laptop","Depth","9","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2368","Asus","Q304UA-BHI5T11 computer","laptop","Width","12.8","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2369","Asus","Q304UA-BHI5T11 computer","laptop","Warranty_length","12","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2370","Asus","Q304UA-BHI5T11 computer","laptop","Tech_support_length","12","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2371","Asus","Q304UA-BHI5T11 computer","laptop","Battery_capacity","55","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2372","Asus","Q304UA-BHI5T11 computer","laptop","Energy_Star","Yes","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2373","Asus","Q304UA-BHI5T11 computer","laptop","EPEAT_level","","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2374","Asus","Q304UA-BHI5T11 computer","laptop","Blu_ray_or_DVD","None","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2375","Asus","Q304UA-BHI5T11 computer","laptop","Memory_card_reader","Yes","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2376","Asus","Q304UA-BHI5T11 computer","laptop","Facial_recognition","No","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2377","Asus","Q304UA-BHI5T11 computer","laptop","Hand_gesture_control","No","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2378","Asus","Q304UA-BHI5T11 computer","laptop","Fingerprint_reader","Yes","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2379","Asus","Q304UA-BHI5T11 computer","laptop","WiFi_type","802.11ac","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2380","Asus","Q304UA-BHI5T11 computer","laptop","USB_sleep_and_charge","Yes","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2381","Asus","Q304UA-BHI5T11 computer","laptop","Thunderbolt_port","No","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2382","Asus","Q304UA-BHI5T11 computer","laptop","Digital_video_out","Yes","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2383","Asus","Q304UA-BHI5T11 computer","laptop","Number_of_USB_ports","4","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2384","Asus","Q304UA-BHI5T11 computer","laptop","Gigabit_Ethernet","No","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2385","Asus","Q304UA-BHI5T11 computer","laptop","VGA_video_out","No","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2386","Asus","Q304UA-BHI5T11 computer","laptop","DVI_video_out","No","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2387","Asus","Q304UA-BHI5T11 computer","laptop","HDMI_output","Yes","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs"
"2388","Asus","Q324UA-BHI7T17 computer","laptop","Display_size","13.3","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2389","Asus","Q324UA-BHI7T17 computer","laptop","Operating_system_as_tested_","Windows 10 Home","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2390","Asus","Q324UA-BHI7T17 computer","laptop","Processor","Intel Core i7-7500U 2.7GHz","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2391","Asus","Q324UA-BHI7T17 computer","laptop","Memory","16","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2392","Asus","Q324UA-BHI7T17 computer","laptop","Storage","512","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2393","Asus","Q324UA-BHI7T17 computer","laptop","Video_memory","","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2394","Asus","Q324UA-BHI7T17 computer","laptop","LCD_resolution","1920 x 1080","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2395","Asus","Q324UA-BHI7T17 computer","laptop","Video_adapter","Intel HD Graphics 620","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2396","Asus","Q324UA-BHI7T17 computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2397","Asus","Q324UA-BHI7T17 computer","laptop","Height","0.6","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2398","Asus","Q324UA-BHI7T17 computer","laptop","Depth","8.7","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2399","Asus","Q324UA-BHI7T17 computer","laptop","Width","12.6","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2400","Asus","Q324UA-BHI7T17 computer","laptop","Warranty_length","12","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2401","Asus","Q324UA-BHI7T17 computer","laptop","Tech_support_length","12","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2402","Asus","Q324UA-BHI7T17 computer","laptop","Battery_capacity","57","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2403","Asus","Q324UA-BHI7T17 computer","laptop","Energy_Star","Yes","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2404","Asus","Q324UA-BHI7T17 computer","laptop","EPEAT_level","","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2405","Asus","Q324UA-BHI7T17 computer","laptop","Blu_ray_or_DVD","None","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2406","Asus","Q324UA-BHI7T17 computer","laptop","Memory_card_reader","Yes","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2407","Asus","Q324UA-BHI7T17 computer","laptop","Facial_recognition","No","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2408","Asus","Q324UA-BHI7T17 computer","laptop","Hand_gesture_control","No","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2409","Asus","Q324UA-BHI7T17 computer","laptop","Fingerprint_reader","Yes","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2410","Asus","Q324UA-BHI7T17 computer","laptop","WiFi_type","802.11ac","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2411","Asus","Q324UA-BHI7T17 computer","laptop","USB_sleep_and_charge","Yes","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2412","Asus","Q324UA-BHI7T17 computer","laptop","Thunderbolt_port","No","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2413","Asus","Q324UA-BHI7T17 computer","laptop","Digital_video_out","Yes","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2414","Asus","Q324UA-BHI7T17 computer","laptop","Number_of_USB_ports","3","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2415","Asus","Q324UA-BHI7T17 computer","laptop","Gigabit_Ethernet","No","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2416","Asus","Q324UA-BHI7T17 computer","laptop","VGA_video_out","No","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2417","Asus","Q324UA-BHI7T17 computer","laptop","DVI_video_out","No","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2418","Asus","Q324UA-BHI7T17 computer","laptop","HDMI_output","Yes","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs"
"2419","Asus","Q524UQ-BBI7T14 computer","laptop","Display_size","15.6","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2420","Asus","Q524UQ-BBI7T14 computer","laptop","Operating_system_as_tested_","Windows 10 Home","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2421","Asus","Q524UQ-BBI7T14 computer","laptop","Processor","Intel Core I7-6500U 2.5GHz","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2422","Asus","Q524UQ-BBI7T14 computer","laptop","Memory","12","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2423","Asus","Q524UQ-BBI7T14 computer","laptop","Storage","2000","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2424","Asus","Q524UQ-BBI7T14 computer","laptop","Video_memory","2048","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2425","Asus","Q524UQ-BBI7T14 computer","laptop","LCD_resolution","1920 x 1080","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2426","Asus","Q524UQ-BBI7T14 computer","laptop","Video_adapter","Nvidia GeForce 940MX/Intel HD Graphics 530","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2427","Asus","Q524UQ-BBI7T14 computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2428","Asus","Q524UQ-BBI7T14 computer","laptop","Height","1","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2429","Asus","Q524UQ-BBI7T14 computer","laptop","Depth","10.2","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2430","Asus","Q524UQ-BBI7T14 computer","laptop","Width","15","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2431","Asus","Q524UQ-BBI7T14 computer","laptop","Warranty_length","12","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2432","Asus","Q524UQ-BBI7T14 computer","laptop","Tech_support_length","12","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2433","Asus","Q524UQ-BBI7T14 computer","laptop","Battery_capacity","52","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2434","Asus","Q524UQ-BBI7T14 computer","laptop","Energy_Star","Yes","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2435","Asus","Q524UQ-BBI7T14 computer","laptop","EPEAT_level","","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2436","Asus","Q524UQ-BBI7T14 computer","laptop","Blu_ray_or_DVD","None","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2437","Asus","Q524UQ-BBI7T14 computer","laptop","Memory_card_reader","Yes","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2438","Asus","Q524UQ-BBI7T14 computer","laptop","Facial_recognition","Windows Hello","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2439","Asus","Q524UQ-BBI7T14 computer","laptop","Hand_gesture_control","No","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2440","Asus","Q524UQ-BBI7T14 computer","laptop","Fingerprint_reader","No","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2441","Asus","Q524UQ-BBI7T14 computer","laptop","WiFi_type","802.11ac","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2442","Asus","Q524UQ-BBI7T14 computer","laptop","USB_sleep_and_charge","Yes","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2443","Asus","Q524UQ-BBI7T14 computer","laptop","Thunderbolt_port","Yes","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2444","Asus","Q524UQ-BBI7T14 computer","laptop","Digital_video_out","Yes","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2445","Asus","Q524UQ-BBI7T14 computer","laptop","Number_of_USB_ports","4","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2446","Asus","Q524UQ-BBI7T14 computer","laptop","Gigabit_Ethernet","No","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2447","Asus","Q524UQ-BBI7T14 computer","laptop","VGA_video_out","No","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2448","Asus","Q524UQ-BBI7T14 computer","laptop","DVI_video_out","No","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2449","Asus","Q524UQ-BBI7T14 computer","laptop","HDMI_output","Yes","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs"
"2450","Asus","Q524UQ-BHI7T15 computer","laptop","Display_size","15.6","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2451","Asus","Q524UQ-BHI7T15 computer","laptop","Operating_system_as_tested_","Windows 10 Home","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2452","Asus","Q524UQ-BHI7T15 computer","laptop","Processor","Intel Core i7-7500U 2.7GHz","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2453","Asus","Q524UQ-BHI7T15 computer","laptop","Memory","12","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2454","Asus","Q524UQ-BHI7T15 computer","laptop","Storage","2000","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2455","Asus","Q524UQ-BHI7T15 computer","laptop","Video_memory","2048","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2456","Asus","Q524UQ-BHI7T15 computer","laptop","LCD_resolution","1920 x 1080","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2457","Asus","Q524UQ-BHI7T15 computer","laptop","Video_adapter","NVIDIA GeForce 940MX/Intel HD Graphics 620","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2458","Asus","Q524UQ-BHI7T15 computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
"2459","Asus","Q524UQ-BHI7T15 computer","laptop","Height","1","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs"
